5387,6456,1509,9853.2641666667
5986,6360,1918,9331.8479166667
4905,5075,1558,9333.906
4466,4775,1425,9379.5985833333
3813,3966,1269,9341.116
3446,3759,1016,9175.4730833333
3669,3883,1103,8900.9
3830,4126,1317,8629.0228333333
4608,4952,1318,8756.4831666667
4367,4528,1551,8635.0645
4655,5610,1475,8846.7056666667
5971,6653,1854,8983.0995
5945,6117,1546,8957.13425
5598,6135,1324,8815.2330833333
4962,5755,1306,8790.1935833333
