466,631,51,183.3854166667
555,658,52,186.0545833333
479,531,33,185.8366666667
531,597,50,182.3345833333
601,531,126,183.9604166667
635,602,233,178.6095833333
537,597,253,177.5229166667
597,527,164,178.9633333333
487,418,173,177.0716666667
356,396,179,171.4554166667
439,498,258,165.78
390,452,207,163.7370833333
446,463,219,166.5141666667
375,436,175,165.0104166667
412,582,199,172.48125
